filename,source_group,split,source_export
Rack_A_image00001_jpg.rf.dqDX9TKDLaP2CUH2WmUb.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00002_jpg.rf.S6PtdRSkKdyuLtR0JuZK.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00003_jpg.rf.SUpT6acNkiVAxM7dOaKj.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00004_jpg.rf.tsNfufePHv2gS3JEqNiv.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00006_jpg.rf.psBopALSMXWt4aYGNflb.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00007_jpg.rf.T40McSy2LxeHX2Zn1Gsz.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00008_jpg.rf.JAOCBbtNBDLAd7vFt9QG.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00009_jpg.rf.NjTIT9js5u4hovByzXkb.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00010_jpg.rf.lmdP8Zi8dALginqKBe14.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00011_jpg.rf.JZWg7gICtpGGZQi9MIWR.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00012_jpg.rf.5vi42AoRa0rlvgJWb27c.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00013_jpg.rf.3QLQlr92piIClIjzXk5U.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00015_jpg.rf.P2Wsc5Sf2wiTaSMRV994.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00018_jpg.rf.YFh2Wyb0rc4Db0OFrGe4.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00019_jpg.rf.8eMkqNVjTANgXGtnaH7M.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00020_jpg.rf.H6QeQ9TxsX3hDLkd1eNJ.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00022_jpg.rf.KcNyrUjgjb764oSWCU0P.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00024_jpg.rf.eXlC1UCjkhfSuocHdiwe.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00027_jpg.rf.rozUS67HeCG8w2kttID2.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00029_jpg.rf.t3vHt0PQprj6ZbWvbt0k.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00030_jpg.rf.W0Cz5tzAc4jJ7R7p0EaF.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00031_jpg.rf.jGPlR5PEd1NCcL5HoAlI.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00032_jpg.rf.1u89ps3rR8CrYfiKXyWo.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00033_jpg.rf.VuMjhWUZdPNwBeaQ6HOE.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00034_jpg.rf.Z5QZiLDY5H5qKW7trfhD.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00035_jpg.rf.igIUood4FWu0BChxNH3i.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00037_jpg.rf.8BcZS7ZuhuheKswVr2P5.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00038_jpg.rf.Fh1pWN42nsSa9Kk7SqJy.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00040_jpg.rf.GJtDBNfGIQteLjxymhXM.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00041_jpg.rf.6r8M3WEtLbBBeHXN0NSI.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00042_jpg.rf.LfqG3nfFhaA8widCQipo.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00044_jpg.rf.p8vbKGTZ5Hby6wtkvU49.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00045_jpg.rf.qQuv1GzoRK7aUI0xMtiE.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00048_jpg.rf.BKb767XXSrY2Ydjl2idK.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00049_jpg.rf.zGPxRTfdCknEkQjOqjZl.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00051_jpg.rf.4a7UJoKhCInfV0cbImWy.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00052_jpg.rf.hlmbz8WuNn81JQcPAXtU.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00053_jpg.rf.ZD0Mpq7mmKHPL3fMtOAa.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00054_jpg.rf.lnM7KvuMCnFg0OSmmDsW.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00056_jpg.rf.vZArB9X0CZIha0hti1wk.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00057_jpg.rf.Lrig4zPALjgYBSlW47hG.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00058_jpg.rf.7KQMELRnd6EInmP8CxOg.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00059_jpg.rf.keY3r8oCKoOlhWLFV0i3.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00060_jpg.rf.AVRZOsT08SBiZnv9qUTj.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00061_jpg.rf.yl4w3pRXQWVA959tl7P8.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00062_jpg.rf.yl4I5zhgzl8T4TqYcEqz.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00063_jpg.rf.HKmRovA7vsi1fTmNbYHO.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00064_jpg.rf.iGYp121uZ5nd2CwQkOdM.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00065_jpg.rf.tfBcxFj9x5czka92lgoh.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00068_jpg.rf.8e5DRowL3Wc503GKMhY5.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00069_jpg.rf.zy9uTL6jYj94dRxi7YNv.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00071_jpg.rf.sBvU9bRZUVGH0R5let3A.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00072_jpg.rf.YarBvUU2yTITR3V86N7I.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00073_jpg.rf.OBH5INiJJT07sfft26Pv.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00074_jpg.rf.fZEr95JXrRAfmwZ0d7g1.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00077_jpg.rf.K3GltT2AkCswOHRQVnm8.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00080_jpg.rf.kb3yA8NcVUNxdZvc8vHa.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00081_jpg.rf.BrYAg8ACxm3DS0ROxWc4.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00082_jpg.rf.IkfnP7raPjTkw2RpE5wX.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00083_jpg.rf.XytrT2FvBqxceWSZMy5M.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00084_jpg.rf.3wn065viVuUtvcwxKMP9.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00087_jpg.rf.6hAwVanh8jLvd81wsR0j.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00089_jpg.rf.MPe5LZlaEIgBpob36Pxb.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00090_jpg.rf.d1YnrbMMLucA8kyNnXDr.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00091_jpg.rf.Ui34PwlFmezjumg257ty.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00093_jpg.rf.FXx7CvTsGILdXXryc01X.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00094_jpg.rf.4Hxtyrjb2oRqMJoJCkX7.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00095_jpg.rf.YGwvQ1KbMbgNC3pZwmhf.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_A_image00098_jpg.rf.0zA33X9My0QssQ3Gmx4B.jpg,Rack_A,train,roboflow_partial_2026-07-29
Rack_B_image00101_jpg.rf.U3tdGTO6oGdOKRO3gpWs.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00103_jpg.rf.ZOgp1dTmWfhaCAUW444q.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00104_jpg.rf.XVYhKZPRwOTtvJ0A2z36.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00106_jpg.rf.iVPxRChxM97EyrdsUuHc.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00107_jpg.rf.1hDaLGCwdqmSDthvdJQF.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00108_jpg.rf.a8om261xEdvwXmV4hlZG.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00110_jpg.rf.dMtv4FDpMDSqkux2hqgL.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00112_jpg.rf.nDgP4T8I5JXq5bAF78A8.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00116_jpg.rf.E24BoArNwzG2cyXkHpyK.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00117_jpg.rf.LYEutxXOlNIyOSH6yekH.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00121_jpg.rf.E4NibQDQzEXMtUC8bZdS.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00123_jpg.rf.JcyewhdadRKHEZGTUAlC.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00124_jpg.rf.lTBObi4ee7NM0uz01Ymr.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00125_jpg.rf.FiqrYh8qXM7vck3Y915X.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00126_jpg.rf.dFuUozgnNbHZFewk4LvN.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00127_jpg.rf.uU6YmgX84OWaoTvVG5RP.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00128_jpg.rf.vyptW0IYogVDFtTzAYGz.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00130_jpg.rf.D9nH7FRXnTobv8xhCSIO.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00131_jpg.rf.hcTDiE3zfAzbKIZ54W2H.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00133_jpg.rf.5omovpNpCzkgeXFXiWE4.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00136_jpg.rf.Bi00daB5WZZUI7mvJRwy.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00137_jpg.rf.KxY3MMVSwMMiddYzKcCM.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00138_jpg.rf.9KnVfgqRFNMQK3jsK9hb.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00139_jpg.rf.ZcIcvOFSOPdw6duq1deB.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00140_jpg.rf.v5i548tKpMNVZT2RvZGH.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00141_jpg.rf.gqRtGn0aFSxrlZrxM3ae.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00142_jpg.rf.0XDQGhoFZC7MSgvuCE4g.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00143_jpg.rf.9LPA9Xrj47QDdVYDDaMS.jpg,Rack_B,train,roboflow_partial_2026-07-29
Rack_B_image00144_jpg.rf.ZxJe0Wcz2zCRwsFju9v9.jpg,Rack_B,train,roboflow_partial_2026-07-29
